MCoV-43808	X	X	24.85	32.575596
MCoV-43773	X	X	31.7	31.642128
MCoV-43884	X	X	19.11	22.321527
MCoV-43723	X	X	24.6	22.318613
MCoV-43721	X	X	26.97	31.545134
MCoV-43722	X	X	30.01	32.59601
MCoV-43692	X	X	31.04	31.422516
MCoV-42348	X	X	31.47	34.87679
MCoV-43818	X	X	34.09	36.513187
MCoV-42429	X	X	35.56	32.52128
MCoV-43754	X	X	40.84	39.370316
MCoV-43796	X	X	29.51	30.26657
MCoV-15669	X	X	16.6	22.00804
MCoV-15821	X	X	19.43	25.227247
MCoV-15649	X	X	26.33	30.83084
MCoV-15715	X	X	29.84	29.570837
MCoV-15738	X	X	30.19	31.545134
MCoV-43926	X	X	30.3	28.960106
MCoV-15712	X	X	37.41	36.53418
MCoV-16962	X	X	14.9	23.333887
MCoV-16827	X	X	16.53	22.318613
MCoV-16879	X	X	16.7	20.404633
MCoV-16976	X	X	20.46	25.097286
MCoV-16801	X	X	22.0	24.561
MCoV-16977	X	X	22.53	23.333887
MCoV-15768	X	X	24.16	21.181282
MCoV-15870	X	X	24.61	30.396976
MCoV-16812	X	X	29.6	30.335056
MCoV-15838	X	X	29.67	23.323769
MCoV-15882	X	X	30.0	24.25829
MCoV-16881	X	X	30.98	33.27386
MCoV-16961	X	X	31.02	29.97146
MCoV-15878	X	X	31.58	20.404633
MCoV-16892	X	X	34.55	31.658941
MCoV-16012	X	X	35.88	22.318613
MCoV-15829	X	X	36.1	26.139372
MCoV-15989	X	X	36.91	33.459995
MCoV-16884	X	X	37.54	35.471962
MCoV-16946	X	X	37.99	28.459965
MCoV-16015	X	X	38.05	36.282413
MCoV-15825	X	X	38.19	23.8495
MCoV-15876	X	X	38.21	37.001167
MCoV-15872	X	X	38.89	35.842556
MCoV-15889	X	X	40.99	35.28239
MCoV-17143	X	X	26.72	31.545134
MCoV-17168	X	X	38.32	29.735743
MCoV-17110	X	X	39.54	23.275503
MCoV-43279	X	X	17.38	22.321527
MCoV-49471	X	X	18.75	22.777903
MCoV-49562	X	X	18.76	22.619593
MCoV-43269	X	X	19.02	22.321527
MCoV-49647	X	X	20.58	23.813858
MCoV-43342	X	X	21.76	22.455776
MCoV-49576	X	X	31.95	24.243525
MCoV-43616	X	X	32.01	24.244883
MCoV-49455	X	X	32.8	34.031425
MCoV-43390	X	X	33.12	29.137495
MCoV-43431	X	X	34.39	28.960106
MCoV-43251	X	X	34.51	31.64967
MCoV-49594	X	X	35.01	28.361786
MCoV-49442	X	X	38.72	34.639076
MCoV-43422	X	X	39.78	35.523033
MCoV-49686	X	X	14.29	22.997911
MCoV-17170	X	X	17.62	20.98255
MCoV-42318	X	X	22.92	22.677744
